answer,num_guesses,won,guesses
trash,3,True,raise crass trash
fella,4,True,raise tepal leaky fella
larva,4,True,raise compt harry larva
forgo,4,True,raise count dowry forgo
story,3,True,raise poynt story
hairy,2,True,raise hairy
train,3,True,raise trail train
homer,4,True,raise deter womby homer
badge,3,True,raise gulch badge
midst,3,True,raise tipsy midst
canny,3,True,raise cyton canny
fetus,4,True,raise spelt zesty fetus
butch,3,True,raise mulch butch
farce,2,True,raise farce
slung,3,True,raise pluot slung
tipsy,2,True,raise tipsy
metal,3,True,raise tepal metal
yield,3,True,raise lined yield
delve,3,True,raise nould delve
being,4,True,raise edict feign being
scour,3,True,raise poynt scour
glass,4,True,raise shalt class glass
gamer,3,True,raise empty gamer
scrap,3,True,raise clapt scrap
money,3,True,raise denet money
hinge,3,True,raise lingo hinge
album,3,True,raise clout album
vouch,3,True,raise mulch vouch
asset,3,True,raise steak asset
tiara,3,True,raise trail tiara
crept,3,True,raise deter crept
bayou,3,True,raise cyton bayou
atoll,3,True,raise clout atoll
manor,4,True,raise compt major manor
creak,3,True,raise blert creak
showy,3,True,raise pluot showy
phase,4,True,raise cease abase phase
froth,4,True,raise count throb froth
depth,3,True,raise denet depth
gloom,3,True,raise mulch gloom
flood,4,True,raise mulch blown flood
trait,4,True,raise trail train trait
girth,3,True,raise glout girth
piety,3,True,raise lined piety
payer,3,True,raise empty payer
goose,3,True,raise loose goose
float,4,True,raise clout aloft float
donor,3,True,raise count donor
atone,3,True,raise plant atone
primo,3,True,raise crypt primo
apron,3,True,raise tronc apron
blown,3,True,raise mulch blown
cacao,3,True,raise cyton cacao
loser,3,True,raise sheer loser
input,3,True,raise ponty input
gloat,4,True,raise clout aloft gloat
awful,3,True,raise clout awful
brink,4,True,raise crypt drink brink
smite,4,True,raise spine smile smite
beady,3,True,raise tepal beady
rusty,2,True,raise rusty
retro,3,True,raise ruler retro
droll,4,True,raise count droop droll
gawky,4,True,raise cyton badly gawky
hutch,5,True,raise mulch butch dutch hutch
pinto,3,True,raise ponty pinto
gaily,3,True,raise faint gaily
egret,4,True,raise deter greet egret
lilac,3,True,raise alant lilac
sever,3,True,raise sheer sever
field,4,True,raise lined yield field
fluff,4,True,raise mulch flunk fluff
hydro,4,True,raise count droop hydro
flack,4,True,raise clout black flack
agape,3,True,raise plant agape
wench,4,True,raise denet bench wench
voice,3,True,raise cloth voice
stead,3,True,raise steak stead
stalk,3,True,raise clapt stalk
berth,3,True,raise deter berth
madam,4,True,raise cyton gamma madam
night,4,True,raise ponty unfit night
bland,4,True,raise clout plank bland
liver,3,True,raise lined liver
wedge,3,True,raise nould wedge
augur,4,True,raise tronc award augur
roomy,3,True,raise ruddy roomy
wacky,3,True,raise cyton wacky
flock,4,True,raise mulch clock flock
angry,3,True,raise tronc angry
bobby,4,True,raise mulch goody bobby
trite,3,True,raise tripe trite
aphid,3,True,raise alant aphid
tryst,3,True,raise crust tryst
midge,3,True,raise lingo midge
power,4,True,raise deter womby power
elope,5,True,raise nould glove bloke elope
cinch,3,True,raise ponty cinch
motto,3,True,raise mulch motto
stomp,3,True,raise pluot stomp
upset,3,True,raise spelt upset
bluff,4,True,raise mulch flunk bluff
cramp,5,True,raise tronc wrack crazy cramp
quart,4,True,raise tronc altar quart
coyly,3,True,raise mulch coyly
youth,3,True,raise mulch youth
rhyme,3,True,raise rogue rhyme
buggy,4,True,raise mulch pudgy buggy
alien,2,True,raise alien
smear,2,True,raise smear
unfit,3,True,raise ponty unfit
patty,4,True,raise cyton batty patty
cling,3,True,raise clint cling
glean,3,True,raise tepal glean
label,3,True,raise navel label
hunky,4,True,raise mulch ought hunky
khaki,3,True,raise alant khaki
poker,5,True,raise deter womby cover poker
gruel,3,True,raise deter gruel
twice,3,True,raise cloth twice
twang,3,True,raise clout twang
shrug,4,True,raise poynt shrub shrug
treat,4,True,raise blert great treat
unlit,4,True,raise ponty unfit unlit
waste,3,True,raise caste waste
merit,4,True,raise lined their merit
woven,3,True,raise denet woven
octal,3,True,raise clout octal
needy,3,True,raise denet needy
clown,4,True,raise mulch coyly clown
widow,3,True,raise ponty widow
irony,4,True,raise glout ivory irony
ruder,3,True,raise ruler ruder
gauze,3,True,raise gulch gauze
chief,3,True,raise edict chief
onset,3,True,raise spelt onset
prize,4,True,raise tripe pride prize
fungi,4,True,raise ponty cinch fungi
charm,3,True,raise tronc charm
gully,4,True,raise mulch bully gully
inter,3,True,raise lined inter
whoop,3,True,raise mulch whoop
taunt,4,True,raise cyton jaunt taunt
leery,3,True,raise deter leery
class,3,True,raise shalt class
theme,3,True,raise nould theme
lofty,4,True,raise mulch blown lofty
tibia,3,True,raise alant tibia
booze,3,True,raise nould booze
alpha,4,True,raise clout plank alpha
thyme,4,True,raise nould theme thyme
eclat,3,True,raise tepal eclat
doubt,4,True,raise mulch pound doubt
parer,3,True,raise empty parer
chute,3,True,raise nould chute
stick,3,True,raise knelt stick
trice,4,True,raise tripe trite trice
alike,2,True,raise alike
sooth,4,True,raise pluot stony sooth
recap,4,True,raise relay rebar recap
saint,2,True,raise saint
liege,3,True,raise lingo liege
glory,4,True,raise count droop glory
grate,3,True,raise bract grate
admit,4,True,raise alant audit admit
brisk,2,True,raise brisk
soggy,4,True,raise pluot showy soggy
usurp,3,True,raise poynt usurp
scald,3,True,raise clapt scald
scorn,3,True,raise poynt scorn
leave,3,True,raise plant leave
twine,3,True,raise cloth twine
sting,3,True,raise knelt sting
bough,4,True,raise mulch youth bough
marsh,2,True,raise marsh
sloth,3,True,raise pluot sloth
dandy,4,True,raise cyton manly dandy
vigor,3,True,raise glout vigor
howdy,4,True,raise mulch whoop howdy
enjoy,3,True,raise denet enjoy
valid,4,True,raise panic maxim valid
ionic,4,True,raise ponty conic ionic
equal,3,True,raise tepal equal
unset,4,True,raise spelt onset unset
floor,4,True,raise count droop floor
catch,3,True,raise cyton catch
spade,3,True,raise slate spade
stein,3,True,raise islet stein
exist,3,True,raise heist exist
quirk,3,True,raise crypt quirk
denim,3,True,raise lined denim
grove,3,True,raise prong grove
spiel,2,True,raise spiel
mummy,3,True,raise mulch mummy
fault,3,True,raise cyton fault
foggy,4,True,raise mulch goody foggy
flout,4,True,raise mulch flunk flout
carry,3,True,raise compt carry
sneak,3,True,raise steak sneak
libel,3,True,raise lined libel
waltz,4,True,raise cyton fault waltz
aptly,3,True,raise clout aptly
piney,3,True,raise lined piney
inept,3,True,raise lined inept
aloud,3,True,raise clout aloud
photo,4,True,raise mulch whoop photo
dream,4,True,raise blert creak dream
stale,3,True,raise slate stale
vomit,3,True,raise ponty vomit
ombre,4,True,raise prong force ombre
fanny,5,True,raise cyton manly dandy fanny
unite,3,True,raise cloth unite
snarl,3,True,raise clapt snarl
baker,4,True,raise empty wager baker
there,3,True,raise prong there
glyph,3,True,raise mulch glyph
pooch,4,True,raise mulch notch pooch
hippy,3,True,raise ponty hippy
spell,3,True,raise spelt spell
folly,3,True,raise mulch folly
louse,3,True,raise loose louse
gulch,3,True,raise mulch gulch
vault,4,True,raise cyton fault vault
godly,5,True,raise mulch blown lofty godly
threw,3,True,raise deter threw
fleet,3,True,raise denet fleet
grave,4,True,raise bract drape grave
inane,2,True,raise inane
shock,4,True,raise pluot showy shock
crave,4,True,raise bract craze crave
spite,4,True,raise spine spike spite
valve,3,True,raise gulch valve
skimp,3,True,raise knelt skimp
claim,3,True,raise alant claim
rainy,2,True,raise rainy
musty,3,True,raise pluot musty
pique,3,True,raise lingo pique
daddy,4,True,raise cyton badly daddy
quasi,2,True,raise quasi
arise,2,True,raise arise
aging,3,True,raise align aging
valet,3,True,raise navel valet
opium,3,True,raise clint opium
avert,3,True,raise blert avert
stuck,4,True,raise pluot stunk stuck
recut,4,True,raise ruler rebut recut
mulch,2,True,raise mulch
genre,3,True,raise prong genre
plume,4,True,raise nould flume plume
rifle,2,True,raise rifle
count,3,True,raise mulch count
incur,3,True,raise glout incur
total,3,True,raise clout total
wrest,4,True,raise cress fresh wrest
mocha,3,True,raise clout mocha
deter,2,True,raise deter
study,4,True,raise pluot stunk study
lover,5,True,raise deter womby cover lover
safer,2,True,raise safer
rivet,2,True,raise rivet
funny,4,True,raise mulch pudgy funny
smoke,4,True,raise stone scope smoke
mound,4,True,raise mulch mount mound
undue,3,True,raise nould undue
sedan,3,True,raise steak sedan
pagan,3,True,raise cyton pagan
swine,3,True,raise spine swine
guile,3,True,raise cloth guile
gusty,4,True,raise pluot musty gusty
equip,3,True,raise lined equip
tough,4,True,raise mulch youth tough
canoe,3,True,raise gulch canoe
chaos,3,True,raise clapt chaos
covet,4,True,raise denet comet covet
human,3,True,raise clout human
udder,3,True,raise deter udder
lunch,3,True,raise mulch lunch
blast,3,True,raise shalt blast
stray,3,True,raise clapt stray
manga,4,True,raise cyton banal manga
melee,3,True,raise nould melee
lefty,3,True,raise denet lefty
quick,3,True,raise clint quick
paste,4,True,raise caste waste paste
given,3,True,raise lined given
octet,4,True,raise denet comet octet
risen,2,True,raise risen
groan,3,True,raise tronc groan
leaky,3,True,raise tepal leaky
grind,4,True,raise crypt drink grind
carve,3,True,raise farce carve
loose,2,True,raise loose
sadly,3,True,raise salon sadly
spilt,3,True,raise knelt spilt
apple,4,True,raise plant ample apple
slack,3,True,raise clapt slack
honey,4,True,raise denet money honey
final,3,True,raise alant final
sheen,4,True,raise spelt seedy sheen
eerie,3,True,raise fibre eerie
minty,3,True,raise ponty minty
slick,3,True,raise knelt slick
derby,3,True,raise deter derby
wharf,4,True,raise tronc award wharf
spelt,2,True,raise spelt
coach,4,True,raise clout comma coach
erupt,4,True,raise deter crept erupt
singe,3,True,raise siege singe
price,5,True,raise tripe pride prize price
spawn,3,True,raise clapt spawn
fairy,3,True,raise hairy fairy
jiffy,4,True,raise ponty filmy jiffy
filmy,3,True,raise ponty filmy
stack,3,True,raise clapt stack
chose,4,True,raise loose those chose
sleep,3,True,raise spelt sleep
ardor,3,True,raise tronc ardor
nanny,6,True,raise cyton manly dandy fanny nanny
niece,3,True,raise lingo niece
woozy,5,True,raise mulch goody booby woozy
handy,5,True,raise cyton manly dandy handy
grace,3,True,raise bract grace
ditto,3,True,raise ponty ditto
stank,4,True,raise clapt stand stank
cream,4,True,raise blert creak cream
usual,3,True,raise clapt usual
diode,4,True,raise lingo biome diode
valor,4,True,raise compt labor valor
angle,3,True,raise plant angle
ninja,3,True,raise alant ninja
muddy,4,True,raise mulch mummy muddy
chase,3,True,raise cease chase
reply,3,True,raise ruler reply
prone,3,True,raise prong prone
spoil,3,True,raise shout spoil
heart,3,True,raise blert heart
shade,4,True,raise slate spade shade
diner,3,True,raise lined diner
arson,4,True,raise clapt sugar arson
onion,4,True,raise clint unify onion
sleet,3,True,raise spelt sleet
dowel,3,True,raise denet dowel
couch,4,True,raise mulch vouch couch
palsy,3,True,raise salsa palsy
bowel,4,True,raise denet vowel bowel
smile,3,True,raise spine smile
evoke,4,True,raise nould choke evoke
creek,4,True,raise deter creep creek
lance,3,True,raise gulch lance
eagle,3,True,raise gulch eagle
idiot,3,True,raise clint idiot
siren,3,True,raise miser siren
built,3,True,raise clint built
embed,4,True,raise denet bleed embed
award,3,True,raise tronc award
dross,3,True,raise crust dross
annul,4,True,raise clout awful annul
goody,3,True,raise mulch goody
frown,3,True,raise count frown
patio,3,True,raise panic patio
laden,3,True,raise navel laden
humid,4,True,raise ponty civil humid
elite,3,True,raise cloth elite
lymph,3,True,raise mulch lymph
edify,3,True,raise edict edify
might,4,True,raise ponty limit might
reset,3,True,raise rebus reset
visit,3,True,raise shout visit
gusto,3,True,raise pluot gusto
purse,2,True,raise purse
vapor,3,True,raise compt vapor
crock,3,True,raise count crock
write,3,True,raise tripe write
sunny,4,True,raise pluot mushy sunny
loath,4,True,raise clout total loath
chaff,4,True,raise clout champ chaff
slide,4,True,raise spine smile slide
queer,3,True,raise deter queer
venom,4,True,raise denet bench venom
stamp,3,True,raise clapt stamp
sorry,3,True,raise poynt sorry
still,3,True,raise knelt still
acorn,3,True,raise tronc acorn
aping,4,True,raise align aging aping
pushy,3,True,raise pluot pushy
tamer,3,True,raise empty tamer
hater,4,True,raise empty cater hater
mania,3,True,raise panic mania
awoke,4,True,raise plant adobe awoke
brawn,3,True,raise tronc brawn
swift,3,True,raise knelt swift
exile,4,True,raise cloth guile exile
birch,3,True,raise glout birch
lucky,3,True,raise mulch lucky
freer,4,True,raise deter queer freer
risky,2,True,raise risky
ghost,4,True,raise floss boost ghost
plier,3,True,raise fried plier
lunar,4,True,raise tronc angry lunar
winch,4,True,raise ponty cinch winch
snare,3,True,raise scare snare
nurse,3,True,raise purse nurse
house,3,True,raise loose house
borax,3,True,raise tronc borax
nicer,3,True,raise lined nicer
lurch,3,True,raise count lurch
exalt,3,True,raise tepal exalt
about,3,True,raise clout about
savvy,3,True,raise salon savvy
toxin,3,True,raise ponty toxin
tunic,3,True,raise ponty tunic
pried,3,True,raise fried pried
inlay,4,True,raise alant final inlay
chump,3,True,raise mulch chump
lanky,4,True,raise cyton manly lanky
cress,2,True,raise cress
eater,3,True,raise empty eater
elude,3,True,raise nould elude
cycle,3,True,raise nould cycle
kitty,3,True,raise ponty kitty
boule,3,True,raise nould boule
moron,4,True,raise count donor moron
tenet,3,True,raise denet tenet
place,3,True,raise plant place
lobby,4,True,raise mulch blown lobby
plush,4,True,raise floss blush plush
vigil,4,True,raise ponty civil vigil
index,3,True,raise lined index
blink,3,True,raise clint blink
clung,4,True,raise mulch could clung
qualm,4,True,raise clout pupal qualm
croup,3,True,raise count croup
clink,4,True,raise clint cling clink
juicy,4,True,raise clint quick juicy
stage,3,True,raise slate stage
decay,4,True,raise tepal began decay
nerve,3,True,raise prong nerve
flier,3,True,raise fried flier
shaft,3,True,raise clapt shaft
crook,4,True,raise count crock crook
clean,4,True,raise tepal glean clean
china,3,True,raise align china
ridge,3,True,raise rifle ridge
vowel,3,True,raise denet vowel
gnome,4,True,raise nould ozone gnome
snuck,3,True,raise pluot snuck
icing,3,True,raise clint icing
spiny,4,True,raise knelt using spiny
rigor,3,True,raise robin rigor
snail,2,True,raise snail
flown,4,True,raise mulch blown flown
rabid,3,True,raise radio rabid
prose,3,True,raise purse prose
thank,4,True,raise clout twang thank
poppy,5,True,raise mulch goody bobby poppy
budge,3,True,raise nould budge
fiber,5,True,raise lined tiger fixer fiber
moldy,3,True,raise mulch moldy
dowdy,4,True,raise mulch goody dowdy
kneel,3,True,raise denet kneel
track,3,True,raise tronc track
caddy,3,True,raise cyton caddy
quell,4,True,raise denet whelp quell
dumpy,3,True,raise mulch dumpy
paler,4,True,raise empty parer paler
swore,4,True,raise spree store swore
rebar,3,True,raise relay rebar
scuba,3,True,raise clapt scuba
splat,3,True,raise clapt splat
flyer,5,True,raise deter womby hyper flyer
horny,3,True,raise count horny
mason,3,True,raise salon mason
doing,3,True,raise clint doing
ozone,3,True,raise nould ozone
amply,3,True,raise clout amply
molar,4,True,raise tronc borax molar
ovary,4,True,raise tronc borax ovary
beset,4,True,raise spelt onset beset
queue,3,True,raise nould queue
cliff,4,True,raise clint click cliff
magic,3,True,raise panic magic
truce,3,True,raise prong truce
sport,3,True,raise poynt sport
fritz,3,True,raise crypt fritz
edict,2,True,raise edict
twirl,3,True,raise crypt twirl
verse,3,True,raise purse verse
llama,4,True,raise clout plank llama
eaten,4,True,raise navel taken eaten
range,2,True,raise range
whisk,3,True,raise hoist whisk
hovel,4,True,raise denet vowel hovel
rehab,4,True,raise relay rebar rehab
macaw,3,True,raise cyton macaw
sigma,3,True,raise snail sigma
spout,3,True,raise pluot spout
verve,4,True,raise prong there verve
sushi,3,True,raise shout sushi
dying,4,True,raise clint doing dying
fetid,3,True,raise lined fetid
brain,4,True,raise trail braid brain
buddy,4,True,raise mulch pudgy buddy
thump,4,True,raise mulch thumb thump
scion,4,True,raise knelt using scion
candy,4,True,raise cyton canny candy
chord,4,True,raise count crock chord
basin,3,True,raise basic basin
march,3,True,raise compt march
crowd,4,True,raise count crock crowd
arbor,4,True,raise tronc ardor arbor
gayly,4,True,raise cyton badly gayly
musky,4,True,raise pluot mushy musky
stain,3,True,raise snail stain
dally,4,True,raise cyton badly dally
bless,3,True,raise chest bless
bravo,4,True,raise tronc ardor bravo
stung,4,True,raise pluot stunk stung
title,4,True,raise lingo tilde title
ruler,2,True,raise ruler
kiosk,3,True,raise tipsy kiosk
blond,4,True,raise mulch blown blond
ennui,3,True,raise lined ennui
layer,3,True,raise empty layer
fluid,4,True,raise ponty civil fluid
tatty,5,True,raise cyton batty patty tatty
score,5,True,raise spree store swore score
cutie,3,True,raise lingo cutie
zebra,3,True,raise blert zebra
barge,3,True,raise farce barge
matey,3,True,raise navel matey
bluer,4,True,raise deter womby bluer
aider,2,True,raise aider
shook,3,True,raise pluot shook
river,3,True,raise rivet river
privy,3,True,raise crypt privy
betel,3,True,raise denet betel
frisk,3,True,raise brisk frisk
bongo,4,True,raise mulch goody bongo
begun,4,True,raise denet melon begun
azure,3,True,raise bract azure
weave,4,True,raise plant awake weave
genie,3,True,raise lingo genie
sound,3,True,raise pluot sound
glove,3,True,raise nould glove
braid,3,True,raise trail braid
scope,3,True,raise stone scope
wryly,3,True,raise count wryly
rover,3,True,raise ruler rover
assay,4,True,raise clapt squad assay
ocean,4,True,raise tepal ahead ocean
bloom,4,True,raise mulch gloom bloom
irate,2,True,raise irate
later,5,True,raise empty cater hater later
woken,4,True,raise denet woven woken
silky,3,True,raise shout silky
wreck,4,True,raise deter query wreck
dwelt,3,True,raise denet dwelt
slate,2,True,raise slate
smack,3,True,raise clapt smack
solid,4,True,raise shout sonic solid
amaze,4,True,raise plant awake amaze
hazel,4,True,raise navel label hazel
wrist,4,True,raise brisk prism wrist
jolly,4,True,raise mulch folly jolly
globe,4,True,raise nould glove globe
flint,3,True,raise clint flint
rouse,2,True,raise rouse
civil,3,True,raise ponty civil
vista,3,True,raise snail vista
relax,3,True,raise relay relax
cover,4,True,raise deter womby cover
